User ID,Age,Gender,Location,Page Views,Time Spent (minutes)
29472,29,Female,AJ,54,50.42101544551907
83518,35,Female,ME,65,6.797026314913572
7948,20,Male,XP,85,22.34392546248046
84014,40,Female,KE,62,4.370570847411203
81327,39,Female,WH,25,37.74094182886496
94756,65,Female,NX,60,35.00825311785661
84306,44,Male,XP,45,7.028943018597209
72177,23,Female,UY,10,28.23186545119161
2973,41,Male,ZD,100,25.87347557260965
5205,56,Male,YX,11,11.080891021242673
55128,60,Female,MN,58,46.53464603537987
66745,34,Female,KN,69,12.910819246161044
92137,35,Male,JG,11,38.768696057968455
23110,51,Female,SV,89,47.35916203440715
65762,26,Male,TR,61,27.84222279863532
81285,51,Female,VO,27,42.01620076299074
5938,41,Female,PC,23,13.6748022202369
40281,47,Male,IG,94,9.316300060679932
11299,59,Female,NZ,20,39.34809727393099
97318,64,Female,DO,44,50.42455436607143
77831,35,Female,HD,55,41.98832864880418
2953,29,Female,FG,35,30.44428744475177
68640,54,Female,ZN,42,43.18140894414536
85107,43,Male,HU,98,6.128590266295316
34074,43,Female,FI,95,40.03185520807352
8877,33,Female,BJ,17,24.51944658578716
12013,49,Female,WA,39,15.689019973942708
36644,63,Male,QZ,27,24.194836462562744
14637,20,Male,SC,92,37.24709334292461
42073,49,Male,EP,60,22.29678477865305
11601,26,Male,BD,95,50.7119728134097
5883,56,Female,ST,87,9.954180072168713
58846,60,Female,WW,47,55.65965614273954
67819,65,Female,JY,17,29.024493568191897
61617,41,Male,RF,16,19.779853389669206
4996,26,Male,FY,96,8.82441285996606
33694,19,Male,ZM,19,46.68986427425162
60856,36,Male,YM,90,53.55380096860115
73646,42,Female,AS,65,47.64520424635965
75651,41,Female,GY,98,28.96573994032893
43876,24,Female,OS,76,9.071160846998712
81372,18,Male,HU,41,20.118622375270103
31184,64,Female,BU,38,47.60375461800545
91512,27,Female,ZO,47,21.34667910893424
41467,30,Male,SA,97,13.725544796245744
89686,45,Male,RM,80,52.222272163785
32454,39,Female,VD,65,48.64608027573063
98756,63,Male,QC,25,17.125045400977072
97008,19,Female,SR,77,35.977553789727075
30068,65,Female,PO,89,12.8959898576045
29354,45,Male,SC,88,6.40251040143297
50511,45,Male,QN,46,36.72685396959587
4699,28,Female,LC,14,18.88380252187976
92998,26,Male,ZS,97,32.39738545353224
42649,59,Male,QZ,80,32.86998204443159
20996,33,Male,LH,98,56.28992427267925
90805,56,Male,TV,22,2.5840981158258165
83137,18,Male,OJ,47,40.64074542783516
54201,30,Male,XD,18,39.84818061795826
41390,45,Female,KS,64,36.74924411783676
1737,33,Female,QH,59,17.65069837596795
67795,46,Female,IJ,50,45.20682648259053
16635,29,Male,ZC,93,6.655224898140295
24097,19,Male,IV,51,17.401733990232266
20167,60,Female,MZ,72,44.47614045599985
2520,56,Male,GV,63,43.76739521798135
6042,59,Female,AW,59,49.0481835925121
26671,25,Male,YG,37,11.329299779242136
23754,39,Male,GT,84,14.908695890786676
8422,36,Male,YL,72,52.38955183418516
57232,40,Male,WY,60,31.956735180077985
90670,60,Female,QB,83,29.85367559797121
70400,50,Male,NG,87,11.106912748449137
10028,50,Male,TX,80,39.14554538914069
81231,33,Female,QB,46,50.23263656316703
66552,18,Male,ZB,86,42.23587848476338
51910,59,Male,QU,45,10.225494864501808
10373,26,Female,ZW,48,52.2380177597726
97614,33,Female,NP,27,32.35816884041175
63397,32,Male,FQ,47,31.739381194120533
44569,19,Female,LH,39,46.99387509870029
12314,45,Male,SV,96,48.673074706199415
21376,64,Male,ZN,95,16.270478478601152
22044,32,Female,ZI,47,32.994434888856595
62124,41,Male,TO,78,43.75748221112311
46591,28,Male,WM,69,35.21809317476947
3819,42,Female,PP,61,17.17301395677621
51256,40,Male,XN,53,58.19483321526861
32255,59,Male,CQ,76,12.610296662768365
87170,64,Male,UP,48,5.587840684571488
84274,61,Female,EO,46,43.09982392160477
50869,65,Male,VU,83,14.062186607776896
51012,48,Male,JW,13,56.500986189573936
33462,39,Male,WS,74,58.30390230043338
2070,34,Male,MD,42,2.748092507975959
89664,60,Female,GF,31,50.82916907889585
63196,50,Female,ER,63,44.777589527368
87985,33,Female,ZD,95,43.11500467657533
36646,18,Female,RN,37,4.201732408721478
12628,58,Female,RX,57,57.33349817858616
26256,52,Male,YW,51,15.147982878183331
81428,24,Male,VH,42,31.25701853810692
49013,30,Male,QG,75,18.207274875723247
44136,40,Female,FY,38,36.49093795084235
26013,40,Male,WD,9,21.335876552631472
56708,49,Male,RV,66,44.35750046446299
39635,62,Male,EO,27,26.007452133102824
7014,45,Female,IO,61,44.61695958932616
95648,50,Female,AB,85,24.06447725797447
17716,36,Male,IH,86,36.43343226102159
28390,50,Female,AU,75,12.933516750958306
94260,42,Female,NF,24,43.77062370080806
86208,44,Female,DO,32,18.17728242274264
17915,34,Female,OG,54,7.732375592854941
48028,48,Female,UU,93,42.55418245408703
127,56,Female,MJ,45,39.061832562238166
85512,24,Male,NQ,54,8.18086073250877
76304,36,Male,RP,61,35.13719813721616
51000,53,Female,VK,43,50.26178519643432
88899,48,Female,JA,62,57.30969084503376
62402,28,Male,UH,99,8.490640538426193
44621,39,Female,GN,71,13.086956327764256
42346,39,Male,UD,62,21.06932554727154
82320,54,Male,ME,93,19.46755719263572
48202,65,Male,ZG,25,39.18133317020224
73478,34,Female,NS,13,56.634271225945525
49431,43,Male,VO,23,22.718354765878143
61752,48,Male,PP,10,43.07038105321201
69971,33,Female,,53,6.818841457971573
1967,62,Male,AB,71,27.790166701979555
27684,30,Male,TK,32,57.71963601939487
42912,46,Female,EW,65,25.551769599256517
93599,29,Female,NY,21,15.104994937780711
45016,38,Female,NI,5,19.744689977610182
92580,44,Male,TX,67,17.863442130976818
53622,61,Male,AA,40,7.251609458995979
85946,58,Female,SN,84,33.91796412923321
74287,38,Male,AC,87,35.49130096991198
18264,20,Female,NG,65,24.392613558434377
75143,51,Male,LQ,23,40.63313836546311
64491,50,Female,MH,45,56.70623139325146
21741,34,Male,VA,51,24.843747632347817
8516,19,Male,DY,63,49.16093046234233
52017,34,Female,HZ,39,16.13346486338008
81187,26,Male,VR,51,26.162463694233217
55398,33,Male,TP,39,56.74368716139357
51619,19,Male,UI,26,51.84162673543216
90780,39,Male,RK,13,8.268109604264783
30999,38,Female,QL,30,31.5553540727856
96483,42,Male,YN,8,29.44429007249453
81919,65,Female,KI,50,8.551106122735865
65793,44,Male,KR,8,21.93592007751625
90832,40,Female,MY,91,56.95217308395063
37534,47,Male,VW,50,59.596627603959625
27225,58,Female,QH,76,14.030207752054617
50702,52,Male,ZV,39,20.747023105674256
72881,54,Male,AG,84,44.77454935067422
84037,48,Male,GF,17,7.685304148988801
4281,47,Male,OC,98,29.959209405342992
34194,57,Male,XO,17,28.28109523260732
7360,22,Female,AZ,3,3.99265599271086
25631,18,Female,ZD,95,18.565936585163374
16768,43,Female,LH,29,33.104651360394115
44406,19,Male,GC,18,22.56573833346152
75376,50,Female,RU,13,30.294135064568454
6061,59,Male,TL,97,7.489773608644851
37093,32,Female,KO,49,39.82330226529563
16140,39,Female,RD,45,21.61158355405932
40840,54,Male,NU,99,17.3469180328792
22442,19,Male,OK,76,36.833593091732126
33279,40,Male,DE,89,9.9314440592765
34978,51,Female,UJ,80,14.432815477340808
8237,37,Female,JF,79,22.609367348897983
54166,32,Female,WM,81,6.975790411833825
61147,23,Female,WR,53,34.390319261972905
82524,64,Male,HY,19,20.380778235614255
16856,33,Female,TF,45,35.09310089495423
33755,53,Male,LG,23,11.102354122922376
53286,57,Male,NP,88,19.82945808600854
80237,64,Male,HH,45,31.17126106012784
31383,24,Female,SV,71,22.967919214645693
3265,65,Female,BK,23,56.15458835585278
78004,46,Female,DG,55,55.71539706108672
6288,57,Female,SF,56,51.49701030673169
98419,36,Male,RC,77,9.474136873738209
22013,50,Female,MD,69,25.287090737428272
26933,27,Female,AS,86,22.0386517869397
41473,38,Female,NW,36,39.77958058861704
12875,52,Female,OR,18,8.093016875295543
34856,20,Male,RW,89,4.620115550975012
16375,61,Female,HZ,45,49.94983674560782
59090,24,Female,TM,83,50.35825437704789
56911,34,Female,FM,78,3.5608452966956827
91350,65,Female,AC,68,34.78161639973222
62966,35,Female,WY,76,7.874139636765522
1586,60,Female,SI,62,23.949021634303453
20229,65,Male,YZ,7,23.344513913926143
94485,20,Male,TF,62,20.24028155691432
36951,32,Female,JT,57,20.067736083634564
81323,63,Female,QL,33,52.7747937672679
5037,25,Male,FX,10,33.10867254444252
57373,30,Male,ER,1,18.32616140639041
5150,19,Female,RJ,48,14.989030572581033
69866,58,Male,UT,58,3.1369963244379293
87529,54,Male,HB,76,24.963395938800428
42766,24,Male,UA,100,30.38754175428337
90196,25,Male,GZ,16,50.53710565660887
89705,23,Female,IC,50,30.64483698353808
11126,25,Female,HX,96,39.779682755651606
88024,41,Female,UK,98,35.01025049205683
64027,25,Male,JX,87,52.18385250851182
45506,62,Female,PA,67,17.599239772900752
85222,26,Male,HH,61,17.635864797232003
10997,56,Male,PZ,21,24.802770641196947
15232,26,Female,QP,90,8.92184969098657
85655,31,Female,UI,28,24.974081225943543
27945,35,Female,JO,81,15.975502037009631
91444,62,Female,GW,28,28.646395207964066
69637,37,Female,GQ,51,52.29173837848963
40917,29,Male,DO,36,56.52212720536405
17559,61,Female,IR,26,18.389045122119505
99253,53,Female,MS,89,46.610835534606366
17432,20,Male,ZB,14,40.267674966638985
11672,31,Female,IG,92,1.547664920598225
25690,23,Female,EX,78,15.67884083888191
53413,65,Male,YG,36,32.542779313177974
89953,59,Female,NQ,37,2.3296393518355547
28757,27,Male,WP,2,25.495056993198386
29372,56,Male,EK,44,50.28229075518383
67064,35,Female,HD,37,8.884483060712295
24711,18,Male,XP,93,26.24516790109436
99099,32,Male,AF,20,45.75765729573926
83302,55,Female,LF,76,36.50740784060234
22475,36,Male,DJ,71,10.325367188764323
81386,55,Female,XS,4,26.336395962038765
90927,38,Male,BY,66,36.46142527973527
52864,41,Male,YA,35,39.177919927848585
92896,50,Male,SM,31,20.409432864231945
6746,43,Male,RB,60,40.70053112519613
51939,21,Female,LV,99,35.16173739722559
27168,33,Male,MQ,42,54.7291368106624
70076,55,Male,ID,27,2.3464412563550376
78324,19,Male,BW,86,15.640741770082451
6237,35,Female,PG,14,5.785478507571529
45085,41,Male,TD,37,58.55559320324727
42407,65,Male,AA,41,39.333349002075366
89066,40,Male,ZS,89,22.091671293647583
56576,61,Female,ZT,97,26.50362795937111
38018,28,Female,XT,5,57.08956779465321
58168,49,Male,YH,66,28.456438561138505
3924,35,Female,VV,38,12.666593830728363
2443,62,Male,VV,73,24.70924784923439
63159,55,Male,UE,42,7.231561752107817
29412,42,Female,RX,9,49.36663924520361
92823,43,Female,DC,77,31.421828444101568
70014,33,Male,OA,54,34.77673713203869
80364,36,Female,WK,60,13.203955107893533
32681,27,Male,MV,17,4.326048883203983
49196,45,Female,UT,30,20.821768220264183
7638,18,Female,RH,55,55.92518542205352
9457,40,Male,XP,41,52.29885267448219
97724,52,Male,WF,41,5.913249669469859
67475,38,Female,CY,30,49.45040847259153
7868,58,Female,WD,64,31.62214791536689
83717,38,Male,GW,75,47.19463823689281
15052,43,Male,RT,66,36.00305509418113
38539,61,Female,FM,86,24.790142844088216
17778,39,Female,UA,8,15.708754425226052
74116,57,Male,ZH,18,8.535493063912877
24098,31,Male,KJ,56,16.182486622256583
56752,61,Male,AY,8,16.72557925461534
71459,45,Female,CK,21,38.99447430168856
65431,32,Male,YK,15,15.444698422632714
22189,64,Female,GW,54,57.43159712086773
9671,24,Female,KG,42,56.64409281759639
74555,32,Female,DB,16,48.42783927621871
4630,51,Male,RD,37,50.11319585889485
51698,18,Male,YZ,50,17.373577500072184
42908,36,Female,OE,85,9.284796075805282
55849,40,Female,RH,15,45.93006913456023
96609,61,Male,WW,15,10.623120148804151
73391,21,Female,QA,71,51.08116032586591
73686,43,Male,ZD,2,48.89687721979519
43141,40,Female,SV,38,43.83247255025114
19367,47,Male,IH,46,2.588718344450072
43525,55,Male,NI,95,36.63036529300687
31946,26,Male,BG,40,36.59430514806472
70990,47,Female,VC,71,37.31031966362615
39607,28,Female,XK,93,19.18573852767666
39772,40,Female,NK,21,49.65010615585727
32070,50,Male,LA,58,1.8122479679705965
30905,21,Female,TX,11,31.81679486862331
11440,31,Male,CA,18,14.904129082857342
74777,26,Male,VI,18,55.697891484191096
57582,47,Male,AI,17,38.44269725294623
30365,41,Male,XP,25,49.05494379839675
51741,53,Male,LK,51,11.90380446469188
13912,49,Female,RJ,4,53.71045391725125
66861,19,Male,NO,10,39.063767695827806
37286,62,Male,GO,56,37.67549436188584
40612,50,Male,RF,63,46.67999142744195
12245,50,Female,EF,39,32.4856132198824
4371,52,Female,IC,51,48.5490516777818
69815,42,Female,HE,34,24.162303033526225
18571,20,Male,HC,97,44.5084692736991
88231,56,Female,JG,79,53.89192793428842
96174,39,Male,GG,65,12.076434425073364
30485,59,Female,EX,31,7.917120365498251
19174,50,Female,YN,79,37.04345183751255
27109,20,Female,FI,40,46.63483491593491
2877,43,Male,EJ,61,44.96797990860445
28407,63,Female,EN,28,36.79552509219367
3432,35,Male,TO,1,51.64306436113615
51841,30,Female,JC,68,56.372851823320666
22748,21,Female,QG,15,21.84019685747168
86042,30,Male,PQ,55,49.60550956175667
59319,27,Male,NT,21,24.130793421327805
25571,18,Female,BV,11,53.189977383316986
49797,32,Female,JG,90,20.470962319705293
15469,26,Female,PE,88,53.15330696957759
68192,23,Male,QV,43,57.15028643062136
43197,41,Male,MU,65,25.28663893879139
85566,37,Female,LL,64,28.016462722714486
80798,57,Female,SV,28,36.77316657646397
45921,28,Female,GZ,75,53.72186885077293
61109,52,Female,GS,91,21.125326776234576
91100,61,Female,KH,20,16.618324434420522
28150,63,Female,RZ,5,22.274599367829587
74985,51,Male,HG,48,52.62981634415839
89279,43,Female,UA,51,49.37983190517159
27477,34,Female,EG,8,14.423122939923136
80692,19,Male,QZ,4,21.47545843517141
22726,22,Male,QI,54,45.21593731895048
79244,42,Female,MF,44,49.96662282283819
20709,52,Male,VD,45,3.200214022497656
13646,49,Male,PM,99,37.94502585729941
42971,54,Male,PK,76,31.05369937484172
23872,38,Female,AC,54,16.13777951153078
9125,60,Male,WU,80,9.855619427834304
36346,55,Female,WI,65,54.74389622071562
54912,60,Female,XF,73,57.157418219885706
74732,41,Female,XH,6,21.134861625478447
694,48,Male,CJ,46,8.8010746951517
72090,23,Male,OS,15,30.740845311745083
34152,30,Female,XE,25,5.30024531304578
63282,42,Female,KH,29,4.808111350934089
25400,47,Male,JK,45,29.19227026429968
77126,46,Female,ZE,19,44.74131852908904
46131,21,Male,YW,91,38.897396989553386
90191,43,Female,CI,73,50.67553290272857
87291,39,Female,UB,17,13.271919062896458
9037,45,Female,TA,9,56.92573483545178
78017,41,Female,NK,26,37.85631238563614
77276,55,Female,LL,38,2.87449566843114
10077,29,Female,MJ,84,44.71682157880862
16466,49,Male,UQ,83,51.42551571376714
62192,42,Male,YQ,33,44.00562411546686
39256,56,Female,AU,73,27.182601070060507
47072,39,Male,AX,38,31.67218544114299
14206,38,Female,NK,63,57.22475758354699
71169,21,Male,UW,66,13.348112469841064
91555,19,Female,VX,60,59.16047362666536
59925,46,Male,AW,88,57.58756618776868
98514,24,Female,HT,75,47.654201989807056
60998,39,Male,BN,8,31.957824672416194
67445,18,Female,LZ,81,58.553434512410014
57551,37,Male,HL,45,15.713811916728549
41665,40,Male,OL,79,54.04799723600913
18666,56,Female,WY,51,15.68926172595628
31019,43,Male,MD,33,10.450262403868324
70119,28,Male,EY,77,21.127604649265077
80259,36,Female,TM,80,27.04797978147562
60422,47,Male,IW,38,59.559865597793134
27280,63,Male,DV,35,11.84368932012937
74213,57,Male,GX,24,15.987725309108484
41423,50,Female,SK,33,29.148640467124523
13437,60,Female,HR,44,12.843457983798992
2570,33,Female,WQ,81,35.61796331142497
36974,26,Male,CW,9,50.9317198957376
86255,34,Male,MK,15,24.67362198292544
37021,41,Male,KC,97,14.948866175833151
76519,20,Female,RR,94,2.079673461189436
91869,18,Female,VT,94,1.6706594101977648
68838,48,Female,TX,77,25.241903891904563
76615,22,Male,WT,81,7.050067908643766
41544,19,Female,BC,34,52.049338925966495
54028,19,Female,HG,52,13.624444942226576
41701,37,Male,AA,63,35.98456735854645
20230,30,Female,LY,24,40.66071956860304
91864,55,Male,RI,37,27.456678695824877
24328,56,Male,ZY,61,23.72969993325157
25333,44,Male,HR,26,28.907138764577653
17287,25,Female,ID,87,43.74513732343859
29104,35,Female,EL,79,16.567175561546684
77932,50,Male,LQ,23,48.23736542371882
57334,64,Female,LS,43,37.02104934601349
94053,23,Male,LA,50,55.37605531537209
74432,64,Male,UB,3,48.75112321044116
68353,49,Female,VL,81,3.9360238850898135
69245,31,Male,JB,8,30.07535679535594
80432,26,Female,JQ,93,59.51786998850944
91493,24,Male,OX,73,40.30155235628569
17899,46,Male,JT,31,28.53780792379989
66885,29,Female,RC,61,14.506311515976812
3387,63,Female,JS,41,58.23853108985971
80706,41,Female,GO,94,35.11181103332489
53837,40,Male,FC,8,10.620799845170527
94162,58,Female,GC,21,12.473072526713818
20948,62,Male,EQ,96,51.8213958727753
38142,49,Male,XG,27,44.64653900438991
44099,37,Female,MG,35,25.136026648984817
45939,36,Male,RE,23,43.49003503169248
85206,65,Male,DK,62,42.609975544976905
76371,46,Female,MG,27,28.92102864154493
52750,26,Male,KJ,58,44.93211963453717
1883,62,Female,VY,63,32.03871064577385
83324,51,Female,PL,20,39.49398476566991
93208,52,Female,ES,68,45.202502694044405
43039,27,Female,RJ,85,16.133375886582193
14325,33,Male,IO,61,25.010167563586148
3453,40,Male,ZX,72,36.2803806492341
5987,44,Female,UX,21,24.2856003580014
74906,61,Female,XV,8,41.11923489982586
83467,27,Male,AD,41,21.496044077057142
49226,22,Female,JK,84,5.42186272093898
92937,62,Male,ZU,50,21.872178956500896
10630,36,Female,CS,66,35.12449746378255
67227,31,Male,FR,43,44.15842544321135
98179,60,Female,NI,4,7.178751470809998
13444,28,Female,KX,33,43.96341041226876
68754,56,Female,YO,34,49.43009387975642
97987,48,Female,DE,25,25.229845648637514
37110,56,Male,XL,28,59.41653900636993
28265,51,Female,KO,70,48.96976778158184
92496,33,Female,BQ,62,17.585169498747398
24518,32,Female,XO,41,54.29406702484616
70551,38,Male,HK,98,48.43018027888217
31,22,Female,EH,79,20.51336133655596
2804,31,Male,PP,86,21.850882094672688
51699,22,Male,TN,9,26.15479820395838
46266,40,Male,TU,24,1.4082548427558366
12724,28,Female,QL,33,27.32997166936533
16140,24,Male,CK,54,17.604626798441217
41348,65,Male,QH,62,52.221182942628886
28131,38,Female,PZ,20,46.63718901503744
12389,45,Male,KT,50,45.08213642331941
26448,34,Female,GR,43,18.15436134826816
9065,56,Male,QY,61,54.290133986700326
15491,27,Female,VZ,94,17.24882332281519
95235,40,Female,AQ,9,55.66812029739575
66490,18,Male,BF,98,42.98164458805738
95241,33,Male,ML,21,1.6108070562518493
43814,28,Female,MU,54,49.75520507588577
64544,51,Female,XX,53,52.75567051662996
70752,35,Female,TP,92,56.24945453671667
81529,59,Female,BB,34,17.211383847878402
46617,40,Male,MO,24,40.34410810241748
38137,35,Male,FY,39,16.86684717536783
70565,54,Female,EW,67,40.25604527571397
93270,31,Male,CN,65,29.10465370789845
97632,60,Female,UI,80,52.58006095975601
70133,35,Male,EA,49,45.267876645063
73121,44,Female,YQ,5,55.27543533872413
37318,34,Male,OD,94,47.03258937608255
86679,56,Male,FW,11,59.49235246974876
8608,49,Male,UZ,64,7.731669816324427
2249,64,Female,NG,18,8.064256095754892
93068,24,Male,LH,42,56.936282225674205
53700,19,Female,VK,63,47.5231889378169
44642,18,Female,IB,25,59.09431373175915
27780,42,Female,DW,75,23.870747673929976
71233,43,Female,YS,51,28.715900723286904
35878,41,Female,MK,95,46.89303917134144
91189,48,Male,CC,78,41.57799254416359
30602,62,Male,SZ,37,40.21770892756441
50907,64,Female,HD,1,25.056539119774182
30557,18,Female,GT,23,23.551105990853536
28514,63,Female,KT,12,37.317608773960586
91277,28,Male,GU,66,23.71318624084583
83636,41,Female,HS,18,24.70307739186292
50590,35,Female,KU,76,5.756268658558369
24911,44,Female,FD,99,28.86091107340525
52668,29,Male,JI,97,42.14463890689392
35911,29,Female,FP,44,40.39943778744232
68796,43,Male,NF,38,4.196124339560536
77222,54,Female,LW,56,30.31073269733481
19844,54,Female,RD,3,2.6082187188434163
99124,54,Female,DU,97,29.071931322181843
36808,57,Male,WN,47,56.486276491901855
9320,27,Female,IH,43,22.422992246291347
90056,52,Male,AH,94,30.959892860399652
29664,49,Male,VX,74,53.69537470330919
30721,55,Male,ZI,21,21.01420163118497
56739,32,Male,VS,17,59.90221519497166
91536,24,Female,JZ,5,43.98067659538317
96705,37,Male,UG,97,1.2587112333988717
20924,32,Male,TE,17,7.994102520609978
6545,23,Male,JZ,58,49.4603870958095
76411,47,Male,DA,77,55.94275090339765
51059,46,Female,VV,43,44.74081113543001
43646,23,Female,DG,85,56.83827186101405
9925,25,Male,GM,45,51.25151317517819
2096,58,Male,OZ,58,44.7179368750642
60842,40,Male,OV,20,19.4022454270348
64496,65,Female,LH,92,18.51766935517957
79081,31,Female,DE,12,52.61685618796547
60308,40,Female,GU,61,6.517692069589577
60901,29,Female,WY,19,30.16461522830386
15761,48,Female,ZL,15,48.28527460931267
95336,48,Male,PQ,38,34.81018795173131
708,27,Male,AZ,99,16.549029913764628
6793,46,Female,PV,74,57.7801281873819
70486,48,Male,YM,50,2.597578642786797
74882,41,Male,WV,79,57.67294949052396
80679,25,Male,BB,58,15.497701800324649
64565,24,Female,ZD,44,50.46447784898104
19717,51,Female,FF,79,19.42663993906881
38708,38,Male,KI,79,25.050538617731444
57535,29,Female,JJ,81,23.61794557058712
51333,60,Female,FU,44,43.59174934850105
8066,39,Female,DF,64,16.663081301757277
99902,53,Female,WS,44,7.943715049887899
72847,63,Male,KY,35,12.224616186924123
57010,29,Male,KC,45,32.68520900101902
53661,64,Male,EA,30,32.69211421744535
40657,39,Male,BH,74,9.248304119260776
48690,47,Male,ED,87,25.945321350922715
6580,46,Female,TM,28,2.979247483681557
78778,21,Female,NR,80,54.35388077075476
59139,37,Male,DC,5,33.008098337001506
57979,57,Male,KE,70,22.17573528495313
41748,29,Male,DA,87,50.71716921933741
34623,42,Female,NG,31,42.00955853939512
40785,54,Female,XO,39,3.6094051692903535
61148,33,Male,BF,6,47.6203519620282
69285,57,Female,MM,83,57.37382168345694
5077,52,Male,ZO,24,1.6408271587161374
88917,23,Female,ZZ,17,21.2660590690977
5876,33,Female,UV,69,16.467062662232877
32794,26,Female,GI,49,51.325700299366304
8620,58,Male,CG,81,38.414228603441465
68563,60,Female,NN,99,50.473871562910055
92656,34,Female,OB,45,49.227425672412224
47572,59,Male,OW,76,45.60611120536828
82281,48,Male,UM,49,43.75688888684193
7399,64,Male,KF,94,25.865191663026827
82161,23,Male,GL,31,39.076734281508095
9821,60,Female,ZF,85,3.260826321382248
27932,44,Female,EC,79,10.029892302551405
30932,19,Male,LL,98,27.62727187612201
13135,60,Female,XC,48,56.62171522679828
71190,57,Male,SO,13,30.00407572151005
71770,31,Male,MR,95,32.855682245570726
47463,34,Male,OE,16,38.79916443102031
82682,29,Male,PQ,57,2.6575743055791867
60464,58,Female,HO,79,18.563142991230155
2216,36,Female,QD,94,32.735772147728085
5247,24,Female,HO,47,57.835422642330094
